0,Text,User,User ID,Description,Location
486,RT @TomoNewsUS: #Midterm elections made history with many notable firsts https://t.co/q5yNPzdFoV,K. Maurice Laney,823142527,,"Atlanta, Ga."
487,The 2014 #Midterm elections #Ebola terror tactic was so much better than this years. Ha! A caravan 3 months away SHM #Weak,Cali Bonjour,941114795855462401,,"Belleydoux, France"
488,@StephenAtHome #Florida has been ever since days of #JebBush #ElectionDay #ElectionResults2018 #Midterms2018\xe2\x80\xa6 https://t.co/e4cg7Zfdm2,Robert Bromwich,265219835,"Information Services Professional Occasional Wide Bay, QLD & Aussie political commentator","Bundaberg, Queensland"
489,"RT @AJUpFront: PREVIEW: According to President Trump's #midterm campaign ad, Democrats had let in an undocumented migrant who killed police\xe2\x80\xa6",Mariam F,68869996,,
490,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,LS,4809551550,"Last Girl Out CA...#MAGA to the end. Some die on swords, some die on principle, I die in a land of Democrats and for those who oppose them. M-CA-G-A!",
491,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Kathy,2191571707,,Montana
492,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Rosemary Robinson,3087323449,,
493,Twitter says it's adding special labels to tweets from some U.S. political candidates ahead of this year's #midterm\xe2\x80\xa6 https://t.co/zEKPmKFAsz,Mobigeosocial,970658194690252802,,
494,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Jean wisk,773224952828923912,,
495,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Jean wisk,773224952828923912,,
496,#donaldtrump last rally in #capegirardeau before the #Midterm #election 7'000 plus strong. But apparently he can't\xe2\x80\xa6 https://t.co/8JB6BSQziM,Jaysin Static,3226927982,"Modern Day Renaissance Man\nFormer Pro Wrestler, Youtuber, Wrong Thinker, RESELLER , Comic Book and Antique Lover,  Adventurer, 77' Datsun 280z Driver","Missouri, USA"
497,"\xf0\x9f\x8d\x8b#Trump holds rare news conference where he insults reporters day after #Midterm elections, where \xf0\x9f\x8c\x8a#Democrats won c\xe2\x80\xa6 https://t.co/tSWCETqOCq",\xf0\x9f\x8e\x96theVinnyShoww\xf0\x9f\x8d\xbf,1000557660700381185,latest #BreakingNews @TheVinnyShoww #CorrectRightDirection,United States
498,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Edward S Bumgarner,70053704,In God We Trust....Boomer Sooner....Remember the Alamo,South of the Red River
499,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Mahesh Chaurasiya,935446034972422144,Property dealer,"Rewa, India"
500,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,waymon culp,2899336857,,TEXAS
501,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Slachimo,540152825,"Retired,  Mom of 3. gmother of 7, ggmother  of 8. Primary caregiver my quadriplegic son. Harley crash. #TRUMP #MAGA #RedWaveRising  PA voter","Pennsylvania, USA"
502,"RT @AJUpFront: PREVIEW: According to President Trump's #midterm campaign ad, Democrats had let in an undocumented migrant who killed police\xe2\x80\xa6",fizzstreet,4032519316,"life, liberty, and the pursuit of sobriety",
503,RT @TradingAcademy: Now that the #midterm #elections are over what do you need to know to help you #invest in the next 2 years? Join us for\xe2\x80\xa6,John O'Donnell,129525173,"Director of Research https://t.co/WHBnv8W7bw since 1998 in the Bastiat, Rothbard, Mises Tradition. Co-Host -- https://t.co/DNjzhpCo7P","Irvine, Ca"
504,"RT @michaeljohns: Actually, you don't get to redefine math:\n\nThe '10 #TeaParty victory in the U.S. House swept 63 Republicans into office,\xe2\x80\xa6",Ed Valance,925218559491534848,\xf0\x9f\x94\x85Political Adviser \xf0\x9f\x94\x85 Staunch Conservative \xf0\x9f\x94\x85 Followed By @Scaramucci \xf0\x9f\x94\x85 #Maga \xf0\x9f\x94\x85,Massachusetts
505,A record number of #midterm voters. Big whoopee-do! https://t.co/VBzBpvibxN,Andrew Malcolm,14465607,"Political news & commentary from Andrew Malcolm, National Politics Columnist for 31 McClatchy Newspapers. All my columns at:  https://t.co/wFngTLh8pH","Near Los Angeles USA, #TCOT"
506,:) #election #midterms #Midterm #liberal #GOP #ElectionResults2018\n#DemsTakeTheHouse\nRT @TheDairylandDon \nHardest p\xe2\x80\xa6 https://t.co/ZGzUGSAQf3,Selena Maranjian,20060120,"Woman worrier, writer (http://t.co/epP9LQBS), reader, gamer, grape-leaf stuffer, auntie. Sharing what amuses or interests me. Tweets are my own or are retweets.",Location: At my computer
507,"RT @michaeljohns: Actually, you don't get to redefine math:\n\nThe '10 #TeaParty victory in the U.S. House swept 63 Republicans into office,\xe2\x80\xa6",DepLAURAble Nationalist VRWCer,35491164,"I homeschooled, what's your superpower? #OwlNation #KSUmom #Trump2016 #SilentMajority #NeverHillary #2A #MAGA","Georgia, USA"
508,"RT @CDMalesic: As a self-proclaimed #political wonk, I found this table on how each #potus party faired in their #midterm election quite in\xe2\x80\xa6",Chris Zane,21837805,"Founder & Pres @ZanesCycles | Author, Reinventing the Wheel: The science of creating lifetime customers | #CustServ Obsessed | Mentor @YEC | Speaker","Branford, CT USA"
509,RT @NRNonline: What restaurants can expect after the midterm elections https://t.co/qiKMfl5xwG @GloriaDawson  #midterm #restaurantnews http\xe2\x80\xa6,Tricia Weir,24082884,"Food industry professional w/a love for all things food, health & wellness plus a passion for riding my bike.","Texas, USA"
510,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Dina Murad,916356673060593664,,
511,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Cecilia Francescon\xe2\x9d\x8c(NOLIST) (NO DATING)HAVE SOME 1,2387660316,"We r all Americans, I'm a Citizen&Legally, SPANISH, ITALIAN&Believe In God&My Lord Jesus Christ& (If u r not Trump) Supporter don't tweet me.U will be Block.","West Monroe, LA ..Born June 4 "
512,If you are #Dem or a #Rep this #Midterm was #CLOSE So #Truth should be #MOST #Important #AccurateResults #USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8,Emily McDonnell N.,20933949,Unapologetic Truth                   @POTUS Supporter! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8,
513,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Arizona\xf0\x9f\x8c\xb5Momma,215808662,I'm one of those conservative chicks that the MSM has warned u about. Happily married mom of 5. #MAGA #QAnon #2A #Israel #prolife #TRUMP #animalrescue \xf0\x9f\x90\xbe,United States
514,"@seanhannity @LindseyGrahamSC what a #sham. You talk about ""how level of cheating unprecidented"" @gop playbook is s\xe2\x80\xa6 https://t.co/5WqYpCamE1",Paul Dombrowski,824418942483628034,Prius driving soccer fanatic,In A House Near A River 
515,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Diane Eddins,463289966,,Texas
516,What restaurants can expect after the midterm elections https://t.co/qiKMfl5xwG @GloriaDawson  #midterm\xe2\x80\xa6 https://t.co/cjr3z7vXU5,Restaurant News,20090888,"The #1 source of #food, #beverage and other news and business intelligence for #restaurant #foodservice industry professionals",
517,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Boonme,1045622896138182656,,
518,"RT @timeisabstract: The 2018 Democratic #midterm organizing operated without any central command. It was more like a swarm than an army, su\xe2\x80\xa6",Manny Otiko,9717222,"Media professional, political junkie, liberal, soccer fan, committed to truth, justice and the American way! #resist","\xc3\x9cT: 34.103769,-117.821752"
519,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,E S Baily,812399667866697728,Solid Donald Trump supporter and rhino hater,"Georgia, USA"
520,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Jan Volzer\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,190142888,"Proud conservative. Love God, dogs, and the great USA! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #MAGA #2A","California, USA"
521,The 2018 Democratic #midterm organizing operated without any central command. It was more like a swarm than an army\xe2\x80\xa6 https://t.co/dAMP5HKccV,Nicole Cantello,253319889,Left-handed/Left-politics #RESIST #VOTE #UnionStrong #ClimateChangeIsReal #EnvironmentalJustice #BlackLivesMatter Noli Timere,new york \xe2\x9c\x88\xef\xb8\x8f chicago
522,"RT @michaeljohns: Actually, you don't get to redefine math:\n\nThe '10 #TeaParty victory in the U.S. House swept 63 Republicans into office,\xe2\x80\xa6",Sam Valance,738196554360750080,\xf0\x9f\x94\x85Political Advisor \xf0\x9f\x94\x85 Staunch Conservative Patriot \xf0\x9f\x94\x85 Followed by @RealDrGina \xf0\x9f\x94\x85 @SamValanceNA,"Massachusetts, USA"
523,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,tmp,260027864,"#MAGA #BuildThatWall \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #TrumpTrain, Conservative #Israel #Beachlover, Roll Tide Roll!!","Alabama, USA"
524,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,God Bless America!,785285498046550017,"Just an average person, who is often underestimated...",United States
525,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,JonKondrath,733003376963768320,"Love family,cooking,throwing parties and traveling.",
526,Explain the #midterm election poll results to your students w/ #Gizmos. Help them investigate how reliably polls es\xe2\x80\xa6 https://t.co/eYNS0z4Wk2,ExploreLearning,19675956,We make Gizmos! Online math & science simulations that power inquiry and understanding. And\xe2\x80\xa6 We make Reflex! The most effective math fact fluency system ever.,
527,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,AmericanFirst\xe2\x9d\x8c,326555263,A Normal Dude with amazing ideas.,
528,"RT @michaeljohns: Actually, you don't get to redefine math:\n\nThe '10 #TeaParty victory in the U.S. House swept 63 Republicans into office,\xe2\x80\xa6",Chung low,3808336454,,
529,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,\xe2\x9a\x93Veteran\xe2\x9e\xa1\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8(Nationalist)\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\xac\x85\xef\xb8\x8fApologist\xe2\x9c\x9d,54773913,#Chris\xe2\x9c\x9d\xef\xb8\x8fian #Married #Trump #Patriot #MAGA #KAG \xe2\x9a\x93\xef\xb8\x8f#Vet #DrainTheSwamp #Prolife #1A #2A #NRA #Idaho  NO Trains https://t.co/bY752STNzD https://t.co/wf3AkxJtEs\xe2\x80\xa6,3rd Rock from the Sun
530,RT @Bonn1eGreer: That is indeed surprising..\n #Democrats  took 29 GOP seats on Tuesday and still counting; over 300 seats in state legislat\xe2\x80\xa6,shirley young,312224660,"Tour guide, story-teller.  I draw.  I paint.  Have been known to tap-dance and sing badly.  Multi-skilled, but can't type...","Fife, Scotland"
531,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Victoria Taft,22049571,"Painting the Targets in the Culture War. Radio Guy, Writer, Contributor: The Daily Ledger- OANN https://t.co/VVv10AviCH Tips: Victoria@VictoriaTaft.com","West Coast, Best Coast"
532,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Darren Pearson,2968251575,,Bristol CT
533,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Sherbear91,938749293661433856,,"Indianapolis, IN"
534,RT @thecyberwire: #CWPodcast: #Russian observers give the #US a passing grade for fair #midterm #elections. #cybersecurity #infosec https:/\xe2\x80\xa6,David Kowal,3100117102,"#CyberSecurity #InfoSec #FedGov - Interested in: #ICS, #Data #IoT #IT #OT #ML #AI #Analytics #TAMO","Washington, DC"
535,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,RicPhy \xe2\x9d\x8c,283677281,#FBTS #MAGA #KAG2020 In God and Trump We Trust #Patriot #Trump2020 #Trump #BlueLivesMatter #BackTheBlue #AmericaFirst https://t.co/h4aVTGr9Gu followed by @GenFlynn \xe2\x9c\x9d\xef\xb8\x8f,Jersey
536,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,DebvantVoort,1010357902983553025,American loving Canadian...would be Deplorable. Nana/grandma and love it. Practicing retirement. Christian.,Canada
537,"2018, the year where 20-somethings get super excited over #Midterm election #recounts. #FloridianProblems https://t.co/XYwdIAzotb",Aymara,139550521,My thoughts made public.,"Miami, FL"
538,"RT @AJUpFront: PREVIEW: According to President Trump's #midterm campaign ad, Democrats had let in an undocumented migrant who killed police\xe2\x80\xa6",Alex H. Kasprak,824516119,Science and dives @snopes. Tips: alex.kasprak@protonmail.com,"Los Angeles, CA"
539,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Rhonda Sexton,893056033081393152,#DregofSociety #MAGA Constitutional Conservative!! #BuildtheWall #NoDreamer PROUD NATIONALIST AMERICA FIRST,"Titus, Alabama"
540,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Diane Frasinelli,911551412,"As children our mother made us watch the movie, Imitations of Life. ""That mother died of a broken heart!"" she\'d say. Respect at an early age \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #MAGA","Pittsburgh, PA"
541,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Nicholas Paddock,2926398321,,
542,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Freyja \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90,1022108400828772353,Also Freyja@HighUpNorse on https://t.co/xOXURXmksx,
543,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Curtis Patton,805912355704020992,"most of the tweets come from me my name is Curtis. I am a Bible believing, Blood bought, Born again child of the living God and a licensed Baptist minister.",
544,\xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8aNo #midterm better since 1918!!! Democrats Had a Better Election Night Than It First Appeared | Time https://t.co/tvhKN4nZYt,N.RamJo,389124257,\xf0\x9f\x8e\xb6LOVEr of TRUE hiSTORY&Education brought back 2U.S. through Current Events.Socially&Politically Aware.LifelongLearner #RESIST ing #Widow #LyricsMom\xf0\x9f\x87\xb9\xf0\x9f\x87\xb9 K\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe,A Master Educator in DFW
545,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Susan Picc,3987603143,,
546,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Dawn Paradiso,560796972,"I am a mom, wife and a hardworking woman. I love my Country. I love our President #MAGA",
547,"RT @AJUpFront: PREVIEW: According to President Trump's #midterm campaign ad, Democrats had let in an undocumented migrant who killed police\xe2\x80\xa6",Arturo R. Garcia,17580293,"Team @Snopes. Editor-At-Large @Racialicious, Alum @RawStory. Progressive w/geeky interests. Tweets are always mine. 'Notorious anti-white racist.' -- Breitbart",
548,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,deplorable BT,90254390,,Michigan
549,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Freelass,66037316,"ProLife Catholic, traditional, revere Founders, Constitution, honor R amazing troops. God save USA from evildoers w/in& w/out. RTs NOT nec. agree. BLOCK LISTS",
550,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,sheryl,24451724,Sheryl,texas
551,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Natasja Yonce,20022452,Wife. Mother. Musician. Bringer of the Good News. (Non-practicing Lawyer.) No insults. I use the Mute button.,"Florida, USA"
552,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Hardcoreconservative,60317016,Fed up watching Politicians LIE & Steal Tax $ & Destroy the nation SO MANY DIED TO SAVE always tell it like it is Dont care what others think MAGA TRUST TRUMP,South Jersey
553,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Ruth Torres,1055812735383027714,,
